,关键词,作者,正文,时间,内容源
55,黑臭,福州发布,#福州两会#【省“两会”代表委员点赞福州水系综合治理工作】2018年，我市坚持全面彻底、系统治理、生态海绵三大理念，大力开展水系综合治理，城区黑臭水体基本消除，水系巡查队伍全面成立，300公里滨河绿道和168个串珠公园为市民提供了更多高质量的公共休闲空间。省“两会”开幕以来，“内河整治”“水系综合治理”成为来自福州的省人大代表、省政协委员在审议和讨论中的热词，他们对我市这项工作纷纷点赞。http://t.cn/Eqnh3pd,2019-01-16,微博
56,黑臭,福建台新闻频道,#聚焦2019福建两会#【两会快讯丨福州、漳州获评2018年黑臭水体治理示范城市】今天，省长唐登杰向福建省十三届人大二次会议作政府工作报告。报告说，坚持绿水青山就是金山银山，推动生态环境高颜值和经济发展高素质协同共进。坚决打好污染防治攻坚战，实施“1+7+N”作战计划，全力抓好中央环保督察反馈意见整改落实，臭氧污染升高态势得到遏制，劣Ⅴ类小流域、“牛奶溪”全面消除，87条城市内河黑臭水体整治任务基本完成，福州、漳州获评2018年黑臭水体治理示范城市。,2019-01-14,微博
57,黑臭,福建广播电视新闻中心,#聚焦福建两会##奋进新福建#【福州、漳州获评2018年黑臭水体治理示范城市】今天，省长唐登杰向福建省十三届人大二次会议作政府工作报告。报告说，坚持绿水青山就是金山银山，推动生态环境高颜值和经济发展高素质协同共进。坚决打好污染防治攻坚战，实施“1+7+N”作战计划，全力抓好中央环保督察反馈意见整改落实，臭氧污染升高态势得到遏制，劣Ⅴ类小流域、“牛奶溪”全面消除，87条城市内河黑臭水体整治任务基本完成，福州、漳州获评2018年黑臭水体治理示范城市。（福建日报）,2019-01-14,微博
58,黑臭,福建日报,#聚焦2019福建两会#【两会快讯丨福州、漳州获评2018年黑臭水体治理示范城市】今天，省长唐登杰向福建省十三届人大二次会议作政府工作报告。报告说，坚持绿水青山就是金山银山，推动生态环境高颜值和经济发展高素质协同共进。坚决打好污染防治攻坚战，实施“1+7+N”作战计划，全力抓好中央环保督察反馈意见整改落实，臭氧污染升高态势得到遏制，劣Ⅴ类小流域、“牛奶溪”全面消除，87条城市内河黑臭水体整治任务基本完成，福州、漳州获评2018年黑臭水体治理示范城市。,2019-01-14,微博
59,黑臭,福州建设发展,【福州、漳州获评2018年黑臭水体治理示范城市】今天，省长唐登杰向福建省十三届人大二次会议作政府工作报告。报告说，坚持绿水青山就是金山银山，推动生态环境高颜值和经济发展高素质协同共进。坚决打好污染防治攻坚战，实施“1+7+N”作战计划，全力抓好中央环保督察反馈意见整改落实，臭氧污染升高态势得到遏制，劣Ⅴ类小流域、“牛奶溪”全面消除，87条城市内河黑臭水体整治任务基本完成，福州、漳州获评2018年黑臭水体治理示范城市。,2019-01-14,微博
60,黑臭,福州发布,#漫步福州#【绿水青山森林城有福之州“底色”靓】刚刚过去的一年，全市造林绿化10.9万亩，中心城区种植乔木25万株，山、水、林、城尽相融，也让“推窗见绿、出门见园、行路见荫”的美丽景象全民共享。日渐清澈的内河也给有福之州增添特别的灵气。这一年，福州拿下“全国黑臭水体治理示范城市”，治水“成绩单”上“优秀”项目越来越多：清除内河淤泥256万立方米、埋下227公里永久截污管、打通断头河13条，还建成生态驳岸70公里、滨河绿道300公里、串珠公园168个……满城绿道、处处公园、条条水系，一座城更绿、水更清的高品质生态之城正迈步走来。O绿水青山森林城有福之州“底色”靓,2019-01-13,微博
61,黑臭,福州日报,#2019福州两会#【福州这些地方都美成这样了，你忽略了多少？】自2016年9月启动城区水系治理以来，福州围绕“系统治理、标本兼治”目标，将内涝治理、黑臭水体治理、污染源治理、水系周边环境治理、水系智慧管理和海绵城市建设6件事统筹考虑，创新探索出“系统治理、综合分析、生态、治本、质量第一、项目工作法、抢抓主动权”七大治理理念。O福州这些地方都美成这样了，你忽略了多少？（附视频）,2019-01-07,微博
62,黑臭,福州新闻网fznews,#2019福州两会##全力打造幸福之城#【福州这些地方都美成这样了，你忽略了多少？】自2016年9月启动城区水系治理以来，福州围绕“系统治理、标本兼治”目标，将内涝治理、黑臭水体治理、污染源治理、水系周边环境治理、水系智慧管理和海绵城市建设6件事统筹考虑，创新探索出“系统治理、综合分析、生态、治本、质量第一、项目工作法、抢抓主动权”七大治理理念。O福州这些地方都美成这样了，你忽略了多少？,2019-01-07,微博
63,黑臭,福州晚报,【福州五城区建成区黑臭水体去年底全部消除内河碧波美景　漾起野趣乡愁】身在城中，可随时漫步河边。坐在竹椅上品尝芳香的茶汤，看桃红柳绿，赏莺歌燕舞。白鹭飞跃，河水泛起涟漪，清风徐来，建筑的倒影在碧波上荡漾。内河，曾经是福州人生活的一部分，也是前些年大家心中的“痛点”。福州的内河如今正在华丽转身，逐渐成为城市一道亮丽的风景线。O内河碧波美景　漾起野趣乡愁,2019-01-07,微博
64,黑臭,福州日报,#2019福州两会#【市人大代表热议生态文明建设：守住绿水青山共建幸福家园】蓝天白云、繁星闪烁，清水绿岸、鱼翔浅底。这样的生态图景，如今在福州这座山水之城体现得越发清晰。去年以来，福州污染防治成效明显，城市空气质量在全国169个重点城市中排名第8、位居省会城市第3。全国黑臭水体治理示范城市、全国森林旅游示范市等国字号荣誉，再次肯定了福州为守住绿水青山作出的努力。在市十五届人大三次会议上，每谈及生态文明，市人大代表们无不面露自豪之色。同时，代表们还围绕产业绿色转型、生态文明体制改革、污染防治攻坚战、厚植绿色本底，积极为福州生态文明建设建言献策。O守住绿水青山共建幸福家园,2019-01-07,微博
65,黑臭,福州新闻网fznews,#2019福州两会##全力打造幸福之城#过去的2018年，福州市完成既定内河治理目标，五城区建成区黑臭水体全部消除，基本完工并纳入正常管养，已初步实现“水清、河畅、路通、景美”的治理效果。视察中，代表们也充分肯定福州城区水系综合治理取得的成绩。,2019-01-07,微博
66,黑臭,福州新闻网fznews,#2019福州两会##全力打造幸福之城#过去的2018年，福州市完成既定内河治理目标，五城区建成区黑臭水体全部消除，基本完工并纳入正常管养，已初步实现“水清、河畅、路通、景美”的治理效果。视察中，代表们充分肯定福州城区水系综合治理取得的成绩。下一步，我市将巩固已有的治理成果，落实好标本兼治的创新举措，让人民群众能够长久地享受福州内河之美。,2019-01-07,微博
67,黑臭,福州日报,#2019福州两会#过去的2018年，福州市完成既定内河治理目标，五城区建成区黑臭水体全部消除，基本完工并纳入正常管养，已初步实现“水清、河畅、路通、景美”的治理效果。视察中，代表们也充分肯定福州城区水系综合治理取得的成绩。,2019-01-07,微博
68,黑臭,福州日报,#2019福州两会#【代表建言内河管理部门：拟设24小时热线受理线索】2018年，福州完成既定内河治理目标，五城区建成区黑臭水体全部消除，基本完工并纳入正常管养，已初步实现“水清、河畅、路通、景美”的治理效果。正在召开的两会上，人大代表纷纷针对内河治理和后续管养建言献策，希望通过多重监督手段，保持内河治理效果。O代表建言内河管理部门:拟设24小时热线受理线索,2019-01-07,微博
69,黑臭,福州日报,#2019福州两会#过去的2018年，福州市完成既定内河治理目标，五城区建成区黑臭水体全部消除，基本完工并纳入正常管养，已初步实现“水清、河畅、路通、景美”的治理效果。视察中，代表们充分肯定福州城区水系综合治理取得的成绩。下一步，我市将巩固已有的治理成果，落实好标本兼治的创新举措，让人民群众能够长久地享受福州内河之美。,2019-01-07,微博
70,黑臭,福州发布,#福州城建##福州两会#【内河碧波美景　漾起野趣乡愁】内河，曾经是福州人生活的一部分，也是前些年大家心中的“痛点”。福州的内河如今正在华丽转身，逐渐成为城市一道亮丽的风景线。2018年5月底、10月底，生态环境部联合住建部两次组织对福州市黑臭水体治理工作进行验收，判定福州市已完成国务院下达的黑臭水体治理任务。2018年11月中旬，福州市在财政部、生态环境部、住建部联合举办的评审中脱颖而出，获评全国黑臭水体治理示范城市。O福州：内河碧波美景　漾起野趣乡愁,2019-01-07,微博
